Word,BestWordListResult,RandomWordListResult,AUDIOThenRandomWordsResult,AUDIOThenBestWordsResult
rheme,5,4.6,5.2,6
pomps,7,6.2,6.0,5
nyala,3,4.8,5.0,4
blear,4,5.2,5.6,6
minks,5,7.4,6.6,4
nided,5,5.4,4.8,5
girth,5,5.2,5.2,5
leery,5,5.0,5.4,4
grabs,8,5.6,4.8,7
names,3,4.8,7.2,4
whigs,4,5.0,4.6,5
outdo,5,4.8,2.8,3
knars,4,5.8,4.2,4
annul,5,4.6,4.8,5
razor,5,4.8,6.4,8
nevus,8,5.4,5.6,5
koppa,6,5.0,6.0,6
tiros,2,5.2,4.6,4
shaky,4,4.6,5.8,6
shent,4,5.2,5.2,4
wends,7,6.4,6.6,8
steno,4,5.2,4.0,3
varve,5,5.4,5.8,6
orlon,6,4.2,5.6,5
mocha,4,4.8,4.6,5
teeth,5,4.6,3.8,4
zilch,6,4.8,4.6,6
kophs,4,5.0,5.2,5
media,4,4.4,4.0,4
punka,4,4.8,4.8,4
swamy,5,5.8,5.0,6
rehem,6,4.8,4.2,7
gyral,4,4.4,5.4,4
silky,3,4.2,4.2,3
trass,6,5.8,6.0,7
strew,3,5.4,4.8,4
kiter,8,6.2,5.8,8
bumps,4,4.8,6.6,4
jisms,5,4.6,6.2,5
feebs,5,6.0,4.4,7
aloud,4,4.4,2.0,2
zanza,6,5.8,6.2,6
educt,5,4.0,5.0,4
dhoti,4,5.0,3.6,3
ready,3,5.2,4.8,4
twier,4,5.2,4.2,6
pimps,7,5.6,5.8,7
phase,6,5.6,4.8,6
milts,4,6.8,6.2,4
wharf,5,4.0,6.0,6
betta,5,4.4,5.8,5
rhino,3,4.6,4.2,4
vasty,6,6.0,6.2,7
crepy,5,5.0,5.4,5
whids,4,5.0,5.0,4
oxims,4,5.2,4.2,5
ursid,3,4.6,2.6,2
heaps,6,5.6,6.2,5
wacks,7,6.4,6.0,8
tying,4,5.2,4.6,4
esses,8,6.6,5.6,6
plyer,5,4.8,5.6,3
quire,3,5.4,4.4,3
caned,2,6.2,4.8,4
trips,3,5.0,5.4,3
curia,3,5.4,3.6,3
forty,4,4.2,5.4,4
blots,5,4.6,5.6,5
keefs,6,5.4,5.6,5
diker,5,4.6,6.8,6
donut,3,4.4,4.0,4
lubes,6,5.2,6.4,7
width,4,4.6,3.8,3
flint,4,4.6,4.8,5
souls,4,5.8,4.4,5
jucos,4,4.8,4.8,3
fakir,5,4.2,5.2,5
lours,3,5.2,6.2,4
flail,5,5.4,4.0,6
safer,8,6.2,7.6,9
dotal,4,4.8,4.0,3
kukri,4,4.4,4.0,4
shris,4,4.8,4.4,3
tates,10,6.6,8.8,11
barge,4,6.8,6.0,5
kiers,6,5.6,5.8,6
momma,5,5.6,5.4,6
newie,5,5.0,4.8,6
dumpy,4,6.2,4.6,4
lotah,4,4.0,4.4,5
genus,6,6.2,4.0,4
repay,4,5.6,5.6,4
relic,3,4.4,5.2,4
retch,4,5.0,5.4,5
zebra,4,6.4,5.6,4
tharm,6,4.4,4.8,6
rondo,4,4.0,3.8,3
fault,4,4.6,5.6,4
nicol,4,4.6,4.0,4
pouty,3,4.2,4.8,3
coala,3,5.2,4.8,5
aggie,4,6.2,4.2,3
pucks,4,6.8,6.2,4
cagey,4,5.6,4.6,4
woops,7,7.0,6.2,7
roger,9,5.4,5.8,9
ramee,5,6.2,5.2,6
assay,5,5.8,4.0,4
styli,3,5.0,4.8,4
pinta,3,5.4,5.6,4
trull,3,3.6,4.0,4
layup,3,4.8,4.2,4
stave,7,5.4,6.4,7
cepes,7,5.4,5.8,7
basic,5,5.2,3.8,5
nacre,4,4.6,4.8,4
airts,2,5.8,4.0,3
wheys,5,5.2,5.0,5
potsy,4,4.2,4.4,4
brach,5,4.8,6.0,5
tidal,3,4.0,3.2,3
swats,8,5.8,6.8,7
kyats,7,7.0,5.8,7
pungs,4,5.0,5.0,4
sushi,4,4.6,4.8,5
needy,4,5.4,4.4,5
gloam,5,4.6,5.4,5
bunts,6,6.2,6.0,5
ourie,3,5.4,3.0,2
sural,2,4.4,4.4,3
honey,5,4.8,5.0,6
risus,5,5.8,4.2,5
yucas,4,6.2,5.8,6
horst,3,4.0,4.2,3
coomb,5,5.0,4.8,6
issei,4,4.6,4.4,6
agons,4,6.0,6.4,4
group,5,4.8,5.4,7
wheat,5,5.2,6.0,6
frigs,6,5.2,6.4,5
holes,7,6.0,5.8,7
carob,4,3.4,5.4,5
abbey,5,4.4,5.8,5
bingo,4,4.6,4.4,6
poses,7,5.4,7.4,8
among,5,4.4,4.6,4
ingle,4,4.2,5.4,4
houri,4,3.0,3.8,3
hared,6,6.0,6.4,7
nurse,5,3.8,4.8,6
taint,4,5.6,5.6,7
crore,4,5.6,5.6,6
riven,5,5.0,4.8,5
gecko,5,4.8,4.6,4
onium,4,4.4,3.6,3
gally,6,6.6,5.6,6
scads,4,5.6,4.8,5
lycea,5,4.4,4.4,5
caked,5,6.0,7.2,7
taxes,8,6.4,7.6,9
roofs,7,6.2,5.2,4
sings,9,6.4,6.6,8
vetch,7,5.4,5.8,6
aurum,6,4.8,2.8,4
whims,5,4.6,5.8,5
retax,9,5.0,6.8,7
egers,12,5.0,4.6,10
leapt,3,4.4,5.6,4
ounce,3,4.6,4.4,3
rings,4,5.2,4.4,3
acorn,4,3.4,4.8,4
glitz,5,4.0,5.2,6
egads,7,5.0,5.4,8
earls,2,4.8,5.0,3
aport,3,4.4,4.6,4
glops,4,4.4,5.4,5
unset,4,5.2,4.2,3
gleys,7,6.2,4.8,4
croft,3,4.4,5.2,4
carex,5,4.2,5.6,4
liers,4,5.8,5.2,4
hover,7,5.6,6.4,8
salsa,6,5.2,5.4,4
inned,4,5.4,8.4,10
furan,5,4.8,5.6,4
piety,3,4.6,5.8,3
unrip,4,4.0,3.6,4
murrs,6,5.4,6.8,7
rares,12,8.0,9.6,12
aecia,4,4.8,3.6,4
twirl,4,4.2,4.8,4
celts,3,5.8,5.4,3
cyclo,3,4.4,4.0,5
pilea,3,5.0,5.2,3
repro,6,5.0,3.8,4
build,3,4.4,3.4,4
hanky,5,5.2,7.0,5
knife,5,5.0,5.4,4
tally,4,6.4,6.0,4
carbo,4,4.4,4.0,5
agues,5,3.8,4.2,2
krewe,6,4.2,5.0,4
enema,5,5.2,6.4,5
leaky,4,5.8,5.8,4
siren,4,5.2,6.2,3
zibet,4,4.4,5.6,5
azote,6,5.4,4.2,4
hosed,6,4.8,6.0,6
diols,3,5.4,3.6,3
curbs,5,5.2,5.0,5
villa,4,5.0,4.6,6
lopes,4,5.6,6.8,4
cosec,4,5.2,5.2,4
arris,5,6.4,5.2,4
nicer,3,4.4,5.6,5
dinks,6,6.0,5.0,5
farce,3,6.0,5.4,4
morro,5,4.8,4.4,4
carle,2,5.0,5.0,3
budge,4,5.0,4.6,4
raxes,9,6.4,7.6,10
bumph,4,4.4,4.2,4
sibbs,6,5.0,5.2,6
wazoo,6,4.4,5.2,8
vughs,5,5.2,6.2,5
gorms,6,6.6,5.0,5
gleam,6,3.8,5.2,7
sabin,3,3.6,4.8,4
fangs,6,5.8,6.4,7
kakas,7,5.2,5.2,7
bleat,6,5.2,6.4,6
flier,5,5.4,5.6,6
stole,3,4.0,6.2,3
belle,4,4.8,5.6,4
cuifs,4,4.8,4.0,3
seems,5,5.0,5.4,5
thick,3,5.0,5.0,4
kibes,5,5.6,6.0,6
broom,5,3.8,5.2,5
douce,4,5.4,3.4,3
mains,4,5.4,5.8,6
obeys,6,4.8,5.8,6
shams,6,5.6,5.6,5
milpa,5,4.6,4.0,4
imino,4,5.2,4.2,5
guild,4,4.4,3.0,4
monos,6,5.0,6.6,5
dooms,5,5.6,5.4,6
burqa,5,4.8,6.0,5
nival,5,5.4,4.0,5
juicy,4,4.8,4.2,4
fujis,6,5.0,4.8,6
lusty,3,6.4,4.6,3
quack,3,4.6,4.2,5
sways,6,5.0,5.6,6
muhly,3,3.6,4.4,4
supes,6,6.8,5.2,6
zooms,6,5.2,6.6,7
xeric,4,5.8,4.8,4
apnea,4,4.2,5.0,4
bylaw,4,5.0,4.6,5
tawed,4,6.6,7.4,6
arsis,5,6.0,3.8,4
argot,4,5.2,5.0,5
ripen,4,4.2,5.2,4
panne,4,5.0,5.0,5
ulpan,5,4.8,5.2,4
gales,7,7.8,7.8,7
pilot,3,6.0,3.4,4
binds,4,6.2,6.0,4
paris,3,5.8,5.2,3
paper,8,8.2,7.2,9
alums,4,6.0,3.6,4
comes,5,7.6,7.2,5
khats,6,5.8,5.6,8
apery,5,5.2,4.0,4
reins,2,5.2,6.0,3
rungs,3,5.4,4.8,4
cooks,5,5.8,7.2,5
bucko,4,4.2,4.4,4
blest,5,5.2,5.0,4
games,5,7.2,6.6,5
debts,5,3.8,5.6,4
ultra,4,4.4,4.6,4
tents,4,7.2,5.4,4
bulbs,5,5.8,6.8,6
dizen,5,5.0,4.0,4
iliad,5,4.2,4.2,4
rakis,5,4.8,5.2,5
stots,6,6.2,7.4,7
brush,5,3.6,4.0,4
volts,7,6.0,6.8,7
catty,4,4.4,5.4,4
quoth,4,5.4,4.2,5
leaps,4,5.8,4.8,4
beaky,5,5.6,5.2,5
germy,6,6.0,6.0,5
bawty,4,4.0,5.8,5
tofts,7,6.0,6.8,8
forky,5,4.2,6.8,5
sicks,9,5.2,6.0,7
ephor,6,4.2,4.8,6
roped,4,5.4,5.8,4
reifs,3,5.2,5.4,4
hares,9,7.8,8.4,9
crabs,7,6.0,5.2,6
shirt,3,5.6,5.4,3
brown,5,3.8,4.6,4
axite,5,3.4,5.0,5
danio,3,4.0,2.0,2
bandy,5,5.2,5.2,5
hafts,6,5.8,5.6,6
molds,4,6.4,5.2,6
eagre,5,6.2,4.8,5
boots,7,8.4,6.4,6
dipso,4,5.0,3.4,3
mayos,4,4.8,6.6,6
noels,3,5.4,6.4,3
legal,6,5.6,5.8,6
keyed,4,4.4,4.6,4
jazzy,6,6.8,6.6,7
chook,5,4.4,4.6,5
boars,3,5.4,5.2,4
gaged,6,8.4,8.8,8
gnarr,5,4.6,5.6,5
debye,4,4.6,5.4,4
shoyu,4,5.0,4.4,4
potty,4,4.6,6.2,4
filet,4,4.0,3.8,3
rubby,4,4.8,5.2,5
yolky,5,6.4,6.0,5
luaus,8,6.2,5.0,6
beths,7,5.0,5.6,5
unbox,4,4.2,4.4,6
novae,4,4.2,5.4,5
datos,4,5.6,4.0,3
zarfs,6,6.8,5.4,7
supra,6,4.6,5.0,4
stain,4,5.2,4.6,5
blurb,5,4.0,4.4,4
dinos,4,4.0,3.8,4
rabat,6,4.6,5.0,6
torsk,3,5.2,4.0,3
hazer,9,6.4,6.8,9
dwine,4,4.0,4.6,5
query,5,5.6,4.2,4
conch,5,5.0,4.8,4
guyot,4,4.2,4.0,4
shims,6,5.2,6.2,6
stale,3,5.0,6.0,4
siped,3,6.0,5.8,4
hapax,5,5.2,6.2,5
tacks,4,5.2,4.8,4
laird,3,4.2,4.0,3
guffs,6,5.0,7.0,6
toric,2,5.4,4.6,3
frill,7,4.6,6.0,6
pardi,4,4.8,4.4,3
marts,5,6.8,6.0,5
ascus,5,5.2,5.2,6
layer,6,7.0,5.8,6
gadjo,5,4.4,2.0,2
squad,4,4.8,3.4,3
scull,6,4.8,4.8,6
boyla,3,5.8,4.8,5
worse,6,5.4,5.8,7
fugal,4,4.6,4.6,4
gruff,5,4.2,4.8,5
laths,5,5.4,5.2,5
shout,4,4.8,5.4,4
wasps,7,5.4,5.2,7
thane,3,4.0,4.8,4
ponds,3,5.4,5.4,4
mayor,4,4.4,5.0,6
azans,7,5.0,5.0,4
equid,3,4.6,3.0,4
rouen,3,5.6,3.6,3
yamen,4,5.4,5.6,4
cines,3,7.2,6.2,4
snood,4,4.8,4.2,4
rewon,6,4.8,5.4,6
tyned,3,5.2,4.8,4
ferns,6,6.4,6.2,5
alist,4,4.2,4.8,3
awoke,5,4.0,4.8,5
goths,7,4.8,7.6,6
mauds,4,4.8,5.0,5
gurus,8,6.2,5.2,7
knave,4,3.2,6.0,5
areca,7,5.2,4.0,6
qualm,3,4.8,5.2,7
naked,5,6.0,6.2,6
speed,4,4.0,4.4,5
quick,4,4.4,4.8,5
clank,4,4.6,4.8,4
fossa,4,4.6,5.2,6
ratch,3,4.4,7.0,3
alley,4,5.4,6.0,4
ihram,5,4.0,6.2,5
plaid,3,4.8,3.2,4
brake,5,6.0,5.4,5
snarl,3,5.8,5.8,3
staid,3,6.0,4.8,3
dulls,4,6.8,4.8,6
sulci,4,4.8,4.4,4
hulky,4,5.4,5.0,5
brags,7,6.6,7.0,6
fruit,4,4.4,3.2,4
loris,2,5.0,4.4,2
lucks,3,6.4,5.6,5
urped,4,3.8,4.8,4
mairs,5,7.8,6.0,4
pilar,3,5.2,5.2,4
fique,6,5.6,4.4,4
spait,5,5.6,4.6,4
gaunt,5,5.2,5.4,4
tonic,2,4.8,4.6,4
vowel,6,5.0,5.2,6
blowy,3,4.0,6.2,4
rawer,9,6.8,7.6,9
veges,7,7.0,6.4,8
segue,5,4.0,5.2,4
thoro,5,5.4,3.6,3
razer,9,7.8,7.0,10
nutty,4,5.0,5.8,4
capes,5,7.8,7.6,5
kelts,9,5.4,5.6,9
jesse,7,4.6,4.8,6
promo,5,4.8,3.8,4
xerox,5,6.8,6.2,7
nides,4,6.6,6.0,4
specs,5,5.4,5.4,5
pouff,4,5.6,4.8,5
aglee,4,5.0,5.6,5
almah,5,4.2,4.4,5
stoae,3,4.8,5.6,3
brens,3,3.8,5.8,3
tranq,5,6.0,5.6,4
savor,4,6.0,5.6,6
tubed,4,4.4,4.8,4
quaff,5,5.4,5.8,6
praos,4,4.6,4.8,7
retem,7,5.2,5.4,5
draws,9,5.4,4.8,8
akela,6,4.8,5.4,6
peppy,5,5.2,5.8,6
tweak,5,4.6,5.0,5
evoke,5,4.6,6.2,6
ruing,3,4.2,4.2,3
sophs,6,4.8,6.0,7
cawed,6,5.0,7.6,8
slily,4,4.6,5.6,5
gonzo,5,4.6,4.0,5
awful,5,4.6,4.0,4
dauby,3,4.4,4.0,4
sooty,4,5.2,4.6,4
nippy,4,5.0,5.0,4
aurar,5,5.2,3.4,4
areae,8,5.0,5.4,5
stook,6,4.8,5.2,7
uncut,4,4.4,3.8,4
liver,7,6.6,5.2,9
diced,5,6.6,6.6,4
muley,4,4.8,5.8,4
lower,4,5.8,7.4,5
money,4,5.8,5.6,5
larum,4,3.6,4.4,3
stoai,4,4.6,3.8,3
apart,6,4.0,4.2,4
mahoe,3,5.2,4.8,4
sepal,5,4.8,7.0,6
beigy,4,4.8,5.0,4
mogul,4,4.4,5.6,5
wryly,4,4.6,3.8,3
bhuts,5,5.0,4.6,5
cocks,6,5.8,7.6,6
boral,4,5.0,5.2,5
beedi,6,4.4,5.8,6
scags,6,6.0,6.2,6
argue,7,4.8,3.6,3
kebab,5,5.4,4.8,5
usher,5,4.6,4.4,3
puled,4,4.4,5.2,4
toile,2,4.6,4.0,3
coign,3,5.0,4.2,4
kirns,6,5.6,5.8,7
muted,4,4.4,5.4,5
sneak,7,4.8,5.2,6
ulema,7,4.6,4.4,3
stipe,4,5.0,6.0,4
boost,4,5.4,5.6,6
tatar,5,5.0,5.4,4
quote,4,5.4,3.8,4
chant,4,4.2,4.0,4
antic,6,3.4,4.6,5
lares,2,6.6,7.8,3
hovel,5,5.2,5.4,6
glims,4,5.0,4.2,6
cycle,4,5.2,4.6,3
senna,6,4.8,6.8,6
parch,5,5.2,5.2,5
edged,6,4.6,5.8,4
korat,2,5.8,4.4,3
pinko,4,5.8,4.2,4
audit,4,4.6,2.0,2
pinas,4,4.0,5.8,4
pavid,4,4.8,3.8,4
hulls,4,6.0,5.4,9
poops,6,6.0,7.0,5
lazed,9,8.4,7.6,10
local,4,4.8,4.6,4
nodus,4,5.2,3.4,2
aiver,5,6.0,5.2,4
limps,4,5.6,5.4,4
fleas,7,5.4,8.4,10
babul,5,5.6,4.2,5
snuck,4,4.2,4.6,5
beady,3,4.6,6.0,4
yield,6,4.6,4.4,4
hails,6,5.6,9.0,8
snips,5,4.4,5.2,5
named,4,5.2,5.4,5
haler,5,5.8,6.6,6
grade,4,4.4,4.4,5
hirer,5,4.2,6.0,5
teggs,7,6.4,7.0,7
shear,4,5.2,4.6,6
nomen,5,4.8,5.2,5
stich,5,5.8,5.4,6
corby,4,4.2,5.4,5
ordos,5,4.0,3.0,3
hemin,4,4.6,4.2,4
feued,5,5.6,4.2,3
rusty,3,4.6,5.6,3
goers,4,6.2,6.6,3
frags,8,4.0,5.4,7
pirog,3,4.2,3.8,5
papal,5,4.8,6.6,6
troth,6,5.6,5.8,4
limos,5,6.0,5.2,4
straw,5,4.8,5.4,5
soaps,5,6.4,5.4,6
paddy,6,5.0,7.2,4
sarks,9,6.8,7.0,9
ditas,4,4.4,4.4,5
edits,5,4.4,4.8,4
trine,2,5.8,6.6,3
dulse,4,4.4,4.8,3
snoop,4,5.2,5.4,6
hammy,5,4.8,6.0,6
gavel,4,4.8,5.8,6
pacts,4,4.8,5.8,4
acnes,4,4.8,6.0,4
vichy,5,4.4,5.6,5
siker,3,4.6,4.6,3
toner,2,6.0,6.4,3
booed,7,6.4,8.6,8
youth,4,5.2,5.2,4
owner,3,5.8,6.0,8
booby,5,6.6,6.0,7
opsin,3,3.8,3.8,5
mirth,4,4.2,5.6,4
matza,5,5.6,5.6,5
alifs,6,4.8,5.0,4
fares,10,8.8,9.2,10
nomos,7,5.8,4.8,6
biped,4,5.6,7.6,5
coves,8,9.0,8.8,8
nutsy,7,5.0,4.6,4
drops,4,4.4,5.0,4
lexis,6,5.0,5.2,6
oleum,3,4.6,4.4,5
craws,8,4.4,6.6,7
aural,6,7.0,3.8,3
kiwis,6,6.2,4.8,6
bouts,5,6.6,4.2,5
lesbo,5,4.8,4.2,4
navel,5,4.4,5.6,4
capos,3,5.4,6.0,6
rabid,5,5.2,4.2,5
quate,6,4.8,3.8,4
jones,6,7.6,6.0,7
grits,5,5.6,4.8,5
pipes,6,6.4,6.8,7
murex,4,5.2,5.4,4
thugs,4,4.4,4.4,3
ascot,4,4.0,3.6,4
typed,3,5.0,4.2,5
lotus,5,4.6,4.6,4
braxy,7,6.2,4.4,6
serge,5,5.2,5.4,3
taroc,3,4.4,5.4,5
louts,4,6.2,4.6,3
wowed,9,7.0,6.2,11
terns,2,6.0,5.2,3
moxas,5,5.2,6.0,6
lochs,5,6.2,5.4,5
leone,3,4.8,4.6,4
exurb,5,4.8,4.4,3
mover,6,5.4,6.8,7
sylva,4,4.4,5.0,4
shaws,6,5.2,5.8,6
rolls,3,4.6,5.8,4
jambe,5,5.2,4.6,5
spice,4,5.2,6.8,5
shott,4,4.4,5.8,5
bices,4,6.4,7.2,4
spank,5,5.8,6.6,4
abris,3,4.2,4.4,3
resee,7,4.6,6.2,3
nadir,4,4.6,3.2,3
demit,6,4.8,4.8,3
turks,6,5.6,4.8,5
sturt,4,5.2,4.2,4
horse,5,4.6,6.0,6
ryots,3,4.8,5.2,4
snogs,5,5.0,6.4,4
heals,6,7.4,6.0,6
panto,4,4.4,4.6,3
moons,7,5.4,6.6,8
judas,5,5.4,2.6,2
masts,6,7.4,6.8,5
react,4,5.0,6.2,4
pirns,3,4.8,4.6,4
boart,2,4.4,5.0,3
laved,8,5.0,6.4,9
sacks,9,5.4,5.8,10
oidia,6,5.2,2.4,3
nohow,4,4.8,5.4,6
culls,3,7.8,5.8,5
synch,4,4.0,3.8,4
execs,6,5.0,5.6,5
pouch,3,4.4,4.6,4
wheel,6,5.2,4.6,6
fizzy,6,5.4,5.8,6
welts,10,6.4,5.6,10
bally,5,4.8,6.2,5
demob,4,3.8,5.0,6
bijou,4,4.0,3.8,3
sepia,5,4.2,5.4,3
algid,5,4.8,2.8,3
weedy,5,4.2,4.0,6
bison,4,5.0,4.8,6
glams,5,5.4,6.4,5
rugal,5,5.0,5.0,4
dyers,4,5.2,4.8,4
beton,4,4.6,6.0,4
those,3,3.8,5.2,3
telly,3,6.2,4.8,5
jives,9,8.4,7.8,10
elves,8,5.6,5.2,6
sirup,3,4.4,4.6,3
aldol,5,3.4,2.2,3
mucho,4,3.8,4.4,5
culti,4,4.0,3.8,4
oboes,4,6.2,5.2,8
gowks,5,7.0,7.0,5
sleek,5,4.6,5.0,4
urger,5,5.0,4.6,4
imbue,6,5.0,4.0,4
limby,4,4.4,5.2,4
steek,6,4.2,5.4,6
aleph,5,4.8,5.0,5
slime,5,4.8,4.6,5
lists,5,5.8,6.0,5
riffs,6,5.0,5.8,6
fluty,3,4.6,4.2,4
macon,5,4.0,4.8,6
mimer,7,7.8,6.4,8
burds,4,6.0,5.6,6
chuff,4,4.4,5.4,5
samba,5,4.6,5.0,5
dojos,6,6.4,5.4,7
thunk,3,4.0,4.2,3
chain,3,4.2,5.2,5
elbow,6,4.4,4.6,5
roach,5,3.6,5.6,5
greed,7,6.8,4.8,4
depot,4,4.4,5.6,5
boozy,6,6.8,6.0,8
scows,5,4.4,6.4,6
ranch,4,4.8,5.0,4
zayin,3,4.8,5.4,6
reata,8,4.4,5.0,6
stirk,4,5.2,4.4,6
facer,6,5.0,5.8,7
nurls,5,5.6,4.0,5
slits,4,4.4,5.6,10
slank,4,5.4,4.8,4
riley,3,4.2,5.6,3
peace,4,4.6,4.2,4
mummy,5,6.0,4.6,6
firth,6,5.2,4.6,6
adieu,3,4.0,2.0,2
creep,4,5.6,5.0,5
maxim,5,4.8,5.2,6
devel,6,5.0,5.2,3
anted,3,4.4,4.0,4
chyme,3,4.6,5.2,4
serai,3,5.0,5.0,3
apian,6,4.8,4.6,4
teary,2,4.4,5.4,3
boule,3,4.6,4.4,3
guids,3,5.2,3.2,3
scans,3,6.4,5.6,5
petti,4,4.8,4.0,5
litre,3,5.8,5.6,3
erect,6,5.0,4.8,5
trigo,3,4.8,4.0,4
shows,5,5.4,5.0,6
soldi,3,4.8,3.4,3
owlet,4,4.6,5.2,5
cella,5,4.4,6.0,6
dally,3,5.0,5.4,3
grape,6,4.6,6.0,6
dries,4,4.6,6.8,2
essay,5,5.6,6.0,5
cruds,4,4.0,3.4,3
yapon,3,5.8,4.2,5
rocks,4,5.6,7.2,5
bagel,4,4.8,5.4,5
genie,4,3.6,3.8,5
silty,2,5.2,3.6,3
rubel,5,4.4,4.4,4
spall,5,4.8,5.6,5
poori,5,3.8,4.6,4
whirl,3,4.8,4.8,5
snool,4,4.0,5.6,5
typos,4,4.6,5.0,5
dykey,4,4.8,4.4,4
aphid,4,4.6,3.0,4
melts,6,8.8,7.8,6
coney,2,5.4,6.0,3
shivs,6,5.8,7.4,6
means,7,4.8,6.4,6
whups,4,4.2,4.6,4
lipid,4,3.6,3.6,3
pricy,4,4.4,4.2,4
lends,4,6.4,6.0,3
hypos,5,4.8,5.4,6
hairs,6,5.0,7.6,5
dahls,5,4.2,5.0,4
yuans,5,5.4,4.2,5
rowed,6,7.6,5.6,6
fauns,4,4.2,6.2,5
emmer,8,5.8,5.2,8
galop,4,4.6,4.8,6
seely,6,6.4,4.2,4
trove,6,5.4,6.2,6
hopes,6,5.2,6.6,6
fairy,5,5.8,4.4,6
ebbet,5,5.2,4.4,6
phyle,4,4.4,4.6,4
honed,4,4.8,6.4,6
skips,6,5.0,5.0,5
mikra,5,5.6,4.8,6
roupy,3,4.4,4.2,4
dozed,8,4.0,8.6,8
turps,5,4.6,4.8,4
terga,3,4.6,6.8,4
niton,4,5.6,4.8,6
spams,5,6.2,6.2,5
socks,11,4.8,7.4,9
abyss,7,4.8,3.8,5
linen,4,5.2,5.4,4
baker,6,6.0,5.2,6
flirs,3,5.2,5.0,4
dulia,5,4.8,2.0,2
miaul,4,5.0,3.4,3
bizes,6,7.2,6.6,6
aught,4,4.6,3.4,4
caput,4,4.0,4.4,5
dolls,7,6.6,5.6,4
loony,5,5.4,6.6,5
yarns,6,5.4,5.6,5
tyiyn,5,4.0,4.2,4
xenia,4,4.8,4.6,4
gloom,5,4.8,5.4,6
meany,3,5.0,5.2,4
scuzz,5,5.6,5.0,6
snits,7,4.8,5.8,5
cooly,5,5.4,6.4,5
poxes,6,6.8,8.0,7
ovule,3,5.4,6.2,5
wiper,5,5.6,6.0,6
repeg,6,4.0,5.6,4
prats,4,4.8,5.4,4
shrew,5,5.0,4.0,3
adeem,4,3.8,4.4,4
rakee,7,5.6,6.4,9
conto,5,5.2,4.0,3
ranks,4,5.2,7.8,3
thuds,4,4.2,4.6,4
foams,4,5.2,5.4,5
prick,5,5.2,5.2,5
bacca,5,5.4,5.2,5
nixed,6,5.4,5.2,5
frees,9,4.6,5.2,7
liven,5,4.8,4.8,6
biles,4,6.2,6.6,5
voter,4,5.6,4.6,4
presa,6,5.2,5.2,10
spiry,3,5.0,5.6,3
hulks,5,5.4,7.2,5
waltz,3,4.6,5.4,4
kabob,5,5.4,5.0,6
sojas,8,6.4,6.2,8
dodge,5,4.2,3.6,5
kusso,5,3.8,4.8,5
besom,6,4.4,5.8,6
hutch,8,4.8,5.8,7
coati,2,5.4,3.4,3
horah,6,4.2,5.6,6
briss,8,5.8,6.2,6
rainy,2,4.6,4.8,3
gnaws,4,4.8,5.0,5
dungs,4,4.8,5.0,4
baith,3,4.6,6.0,4
pieta,4,5.4,4.8,4
filmy,5,5.0,4.8,5
slims,5,5.4,6.0,7
biter,6,5.2,7.0,6
gutty,6,5.4,5.6,6
darky,5,5.0,4.8,3
fosse,7,6.6,5.8,9
rails,2,5.0,6.6,2
haven,5,5.0,5.0,5
hunts,7,6.2,6.6,6
gopik,4,4.8,4.4,5
trugs,3,5.4,4.8,3
machs,6,5.2,5.8,5
defer,5,4.4,4.2,4
nerdy,3,4.6,5.4,4
stums,7,4.8,5.0,6
abode,4,4.2,3.8,4
wanes,9,6.4,7.2,10
furls,8,4.8,5.6,8
fedex,5,4.0,5.0,5
baler,4,5.2,7.2,5
rynds,4,3.8,3.2,3
selah,4,4.2,5.0,5
mined,5,6.2,7.6,5
pleon,4,4.6,4.4,5
nudes,4,4.8,4.6,3
omber,3,6.0,5.6,8
polis,3,5.2,4.4,3
cedis,3,5.0,3.8,2
cubes,4,6.2,5.6,5
ribby,4,5.8,5.2,4
fugio,4,4.0,2.4,3
spore,5,5.4,5.2,6
melds,4,5.2,5.0,3
calif,5,5.4,4.2,4
jugum,4,4.0,5.0,4
unban,6,5.8,5.6,7
nisei,3,5.0,4.8,4
motey,3,5.4,5.6,3
cubit,3,5.0,4.0,4
musca,5,5.6,5.4,5
lehua,5,4.4,4.4,4
libel,5,5.2,4.2,4
tarps,4,6.0,6.6,4
monad,4,4.8,4.4,4
koras,5,5.4,5.8,6
tawer,7,5.6,7.6,8
xylol,4,5.0,4.8,5
peels,5,6.0,5.6,4
doyly,5,5.8,4.4,4
vista,4,5.2,4.4,6
lived,6,5.4,6.8,7
briar,4,3.6,5.4,7
hacks,5,6.8,7.4,6
bards,6,6.0,8.0,8
pinto,4,4.4,4.4,4
uraei,3,5.4,4.0,2
lazes,8,6.0,9.4,8
hints,7,5.0,5.6,7
gushy,7,5.0,6.8,7
cutey,3,4.8,5.4,3
xenon,5,5.4,6.0,7
hiply,4,4.0,4.8,5
sugar,4,3.8,4.0,3
halms,5,5.8,6.4,6
mixes,7,7.6,7.4,7
swags,6,7.4,6.2,7
malic,4,4.4,4.8,3
yowed,5,6.4,8.4,7
bindi,4,5.2,4.2,4
duroc,3,4.6,2.8,3
ginks,6,5.2,7.8,5
bound,4,5.4,5.2,6
delis,4,5.4,3.6,2
fatly,5,4.2,5.6,6
doats,3,5.6,3.8,2
hinge,6,4.8,5.0,5
sughs,6,4.6,6.6,6
agree,3,5.0,3.8,5
trier,5,5.0,5.6,7
globe,5,5.2,4.8,5
